id,lat,lon,dbh,h1,h2,h3,h,wpDamage,canopy,dfAssoc,aspect,slope,date,comments,observer,loc
2021-010,47.55812,-122.25134,4,0,1.5,3,1.5,0,False,False,NA,NA,2021-07-14,,all,none
2021-014,47.55804,-122.25145,15,0,0,1.5,0.5,0,False,False,NA,NA,2021-07-15,left;smaller of pair,all,none
2021-015,47.55792,-122.25169,19,0,1.5,3,1.83,0,False,False,NA,NA,2021-07-15,left;larger of pair,all,none
2021-016,47.55784,-122.25197,3,3,3,3,3,0,False,False,NA,NA,2021-07-15,southernmost of 3 small trees stradling or in old DF stump,all,garden
2021-017,47.55786,-122.25196,5,3,3,3,3,0,False,False,NA,NA,2021-07-15,center of 3 small trees (also  16 and 18),all,garden
2021-018,47.55788,-122.25195,3,3,3,3,3,0,False,False,NA,NA,2021-07-15,northeast of the 3 small trees,all,garden
2021-019,47.55796,-122.25182,2,1.5,3,3,2.5,0,False,False,NA,NA,2021-07-15,small tree just north of 7/15 southernmost tree;shows disease,all,garden
2021-025,47.55797,-122.2514,2,3,3,3,3,0,False,False,NA,NA,2021-07-19,,all,none
2021-026,47.5577,-122.25167,46,1.5,0,0,0.5,0,False,False,NA,NA,2021-07-19,,pshannon,garden
2021-027,47.55772,-122.25148,10,1.5,3,3,2.5,0,False,False,NA,NA,2021-07-19,,all,none
2021-028,47.5577,-122.2515,10,1.5,3,3,2.5,0,False,False,NA,NA,2021-07-19,,all,none
2021-029,47.55765,-122.25153,18,0,0,0,0,0,False,False,NA,NA,2021-07-19,snag,all,none
2021-030,47.55689,-122.25172,6,1.5,3,3,2.5,0,False,False,NA,NA,2021-07-10,group of 4,all,garden
2021-031,47.55688,-122.25171,8,1.5,3,3,2.5,0,False,False,NA,NA,2021-07-10,group of 4,all,garden
2021-032,47.55689,-122.2517,8,1.5,3,3,2.5,0,False,False,NA,NA,2021-07-10,group of 4,all,garden
2021-033,47.5569,-122.25171,8,1.5,3,3,2.5,0,False,False,NA,NA,2021-07-10,group of 4,all,garden
2021-035,47.55674,-122.25144,6,3,3,3,3,0,False,False,NA,NA,2021-07-22,35-37 in a triangle; see sheet 37,all,garden
2021-036,47.55673,-122.25143,29,0,0,1.5,0.5,0,False,False,NA,NA,2021-07-22,35 w 37 e 36 s,all,garden
2021-037,47.556751,-122.251452,13,0,1.5,3,1.5,0,False,False,NA,NA,2021-07-22,,all,garden
2021-038,47.556871,-122.251312,36,0,0,1.5,0.5,0,False,False,NA,NA,2021-07-22,,all,garden
2021-039,47.55695,-122.25104,20,0,1.5,3,1.83,0,False,False,NA,NA,2021-07-22,,all,garden
2021-040,47.55697,-122.25106,14,1.5,1.5,3,2,0,False,False,NA,NA,2021-07-22,remeasure diameter; seems too small,all,garden
2021-041,47.557048,-122.250969,8,0,0,1.5,0.5,0,False,False,NA,NA,2021-07-22,,all,garden
2021-042,47.557053,-122.250983,23,0,0,1.5,0.5,0,False,False,NA,NA,2021-07-22,,all,garden
2021-043,47.557215,-122.250998,27,0,0,1.5,0.5,0,False,False,NA,NA,2021-07-22,,all,garden
2021-044,47.557209,-122.250989,1,0,0,0,0,0,False,False,NA,NA,2021-07-22,little snag 44 is west of 43,all,garden
2021-045,47.557199,-122.250986,1,0,0,0,0,0,False,False,NA,NA,2021-07-22,little snag 44 is west of 43,all,garden
2021-046,47.556929,-122.251341,29,1.5,1.5,3,2.33,0,False,False,NA,NA,2021-07-22,,all,garden
2021-047,47.556957,-122.25134,36,0,1.5,3,1.83,0,False,False,NA,NA,2021-07-28,the reference tree for this group of 11,all,garden
2021-048,47.556972,-122.251306,36,0,0,0,0,0,False,False,NA,NA,2021-07-22,snag east 29',all,garden
2021-049,47.55697,-122.25134,23,0,0,0,0,0,False,False,NA,NA,2021-07-22,snag  south 7',all,garden
2021-050,47.556969,-122.251373,36,0,0,0,0,0,False,False,NA,NA,2021-07-22,probably snag: check. west 29',all,garden
2021-051,47.556986,-122.251364,17,0,1.5,3,1.83,0,False,False,NA,NA,2021-07-22,probably snag: check. northwest 29',all,garden
2021-052,47.556988,-122.251338,25,0,1.5,3,1.83,0,False,False,NA,NA,2021-07-22,remorth 33,all,garden
2021-053,47.556997,-122.251311,28,0,0,1.5,0.5,0,False,False,NA,NA,2021-07-22,north 55',all,garden
2021-053b,47.557024,-122.251338,28,0,1.5,3,1.83,0,False,False,NA,NA,2021-07-26,north 90',all,garden
2021-054,47.556939,-122.251341,11,0,0,3,1,0,False,False,NA,NA,2021-07-26,distance between 1st healthy and second is 50',all,garden
2021-055,47.55765,-122.25109,52,3,3,3,3.33,0,False,False,NA,NA,2021-07-27,very healthy,all,garden
2021-056,47.5577,-122.2511,4,0,1.5,3,1.5,0,False,False,NA,NA,2021-07-27,south 8',all,garden
2021-057,47.5577,-122.2511,7,3,3,3,3,0,False,False,NA,NA,2021-07-27,north 8',all,garden
2021-058,47.5577,-122.25088,4,0,1.5,3,1.5,0,False,False,NA,NA,2021-07-27,southeast 8',all,garden
2021-059,47.5577,-122.25088,7,0,1.5,3,1.5,0,False,False,NA,NA,2021-07-27,northwest 8',all,garden
2021-060,47.55724,-122.25193,7,1.5,1.5,3,2,0,False,False,NA,NA,2021-07-29,,all,garden
2021-061,47.557259,-122.251957,10,0,1.5,1.5,1,0,False,False,NA,NA,2021-07-29,nw 17',all,garden
2021-062,47.557282,-122.251935,6,1.5,3,3,2.5,0,False,False,NA,NA,2021-07-29,n 45,all,garden
2021-063,47.557283,-122.251931,19,0,3,3,2.33,0,False,False,NA,NA,2021-07-29,n 46,all,garden
2021-064,47.557214,-122.25193,13,0,1.5,3,1.5,0,False,False,NA,NA,2021-07-29,s 13,all,garden
2021-065,47.557201,-122.25193,32,3,3,3,3.33,0,False,False,NA,NA,2021-07-29,s 21,all,garden
2021-066,47.55719,-122.251928,13,0,1.5,3,1.5,0,False,False,NA,NA,2021-07-29,s 34,all,garden
2021-100,47.553219,-122.250113,23,0,1.5,3,1.83,0,False,False,NA,NA,2021-08-03,,all,none
2021-101,47.553777,-122.250264,17,1.5,3,3,2.83,0,False,False,NA,NA,2021-08-03,need dmr,all,none
2021-103,47.55424,-122.250231,9,0,0,0,0,0,False,False,NA,NA,2021-08-03,,all,none
2021-110,47.554356,-122.251337,9,1.5,1.5,3,2,0,False,False,NA,NA,2021-08-03,,all,none
2021-111,47.554675,-122.251294,4,1.5,3,3,2.5,0,False,False,NA,NA,2021-08-03,,all,none
2021-112,47.555044,-122.250628,7,1.5,3,3,2.5,0,False,False,NA,NA,2021-08-03,,all,garden
2021-113,47.554935,-122.25094,32,1.5,1.5,3,2.33,0,False,False,NA,NA,2021-08-03,,all,none
2021-114,47.554501,-122.251079,21,0,0,0,0,0,False,False,NA,NA,2021-08-03,dead; next to stump,all,none
2021-115,47.554537,-122.251111,21,0,0,0,0,0,False,False,NA,NA,2021-08-03,stump,all,none
2021-116,47.554414,-122.251111,30,0,0,0,0,0,False,False,NA,NA,2021-08-04,1' from trail; dead,all,none
2021-117,47.553733,-122.25095,5,1.5,1.5,3,2,0,False,False,NA,NA,2021-08-04,,all,none
2021-118,47.553762,-122.251068,1,3,1.5,3,2.5,0,False,False,NA,NA,2021-08-04,,all,none
2021-119,47.553893,-122.251036,1,3,1.5,3,2.5,0,False,False,NA,NA,2021-08-04,,all,none
2021-120,47.554157,-122.251051,23,0,1.5,1.5,1,0,False,False,NA,NA,2021-08-04,10'9" from trail,all,none
2021-121,47.554205,-122.250966,6,1.5,1.5,1.5,1.5,0,False,False,NA,NA,2021-08-04,,all,none
2021-122,47.554201,-122.251041,4,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-04,,all,none
2021-123,47.554223,-122.251185,19,0,1.5,3,1.83,0,False,False,NA,NA,2021-08-04,36'11" from trail,all,none
2021-142,47.559343,-122.25162,28,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-09,15'11" from trail,all,graveyard
2021-143,47.55932,-122.251663,4,0,0,0,0,0,False,False,NA,NA,2021-08-09,9'9" from trail,all,graveyard
2021-144,47.5593,-122.251614,5,0,1.5,3,1.5,0,False,False,NA,NA,2021-08-09,4'1" from trail,all,graveyard
2021-145,47.559267,-122.251617,8,1.5,1.5,3,2,0,False,False,NA,NA,2021-08-09,37'8" from trail,all,graveyard
2021-146,47.559274,-122.25166,5,0,0,0,0,0,False,False,NA,NA,2021-08-09,26'9" from trail; 2 trunks with the same DBH,all,graveyard
2021-147,47.559277,-122.251875,38,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-09,22'3" from trail,all,graveyard
2021-148,47.559321,-122.251864,28,0,0,0,0,0,False,False,NA,NA,2021-08-09,1' from trail,all,graveyard
2021-149,47.559332,-122.251894,3,0,0,0,0,0,False,False,NA,NA,2021-08-09,11'11" from trail,all,graveyard
2021-150 ,47.559279,-122.252023,20,0,0,0,0,0,False,False,NA,NA,2021-08-09,13'1" from trail,all,graveyard
2021-151,47.559359,-122.25188,16,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-09,50'7" from trail,all,graveyard
2021-152,47.559338,-122.251983,29,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-09,36'3" from trail,all,graveyard
2021-153,47.559261,-122.252442,27,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-09,40' from trail,all,graveyard
2021-154,47.559133,-122.252354,29,1.5,1.5,3,2.33,0,False,False,NA,NA,2021-08-09,22' from trail,all,graveyard
2021-155,47.559165,-122.252501,27,1.5,1.5,1.5,1.5,0,False,False,NA,NA,2021-08-09,2' from trail,all,graveyard
2021-156,47.559141,-122.252536,28,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-09,24' from trail,all,graveyard
2021-157,47.559113,-122.252661,14,1.5,0,1.5,1,0,False,False,NA,NA,2021-08-09,4' from trail,all,graveyard
2021-158,47.559083,-122.252709,29,0,1.5,3,1.83,0,False,False,NA,NA,2021-08-09,4' from trail,all,graveyard
2021-159,47.559194,-122.252687,23,0,0,0,0,0,False,False,NA,NA,2021-08-09,snag 4' from trail,all,graveyard
2021-160,47.559182,-122.2528,16,0,0,0,0,0,False,False,NA,NA,2021-08-09,12' from trail,all,graveyard
2021-161,47.559134,-122.252798,7,0,0,0,0,0,False,False,NA,NA,2021-08-09,14' from trail,all,graveyard
2021-162,47.559123,-122.25286,12,1.5,1.5,1.5,1.5,0,False,False,NA,NA,2021-08-10,30' from trail,all,graveyard
2021-163,47.559186,-122.252865,19,0,0,0,0,0,False,False,NA,NA,2021-08-09,5' from trail,all,graveyard
2021-164,47.559361,-122.252708,11,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-11,15' from trail,all,graveyard
2021-164a,47.559366,-122.25272,6,0,0,0,0,0,False,False,NA,NA,2021-08-11,small snag,all,graveyard
2021-164b,47.559375,-122.252731,11,0,0,0,0,0,False,False,NA,NA,2021-08-11,small snag,all,graveyard
2021-165,47.559464,-122.252635,28,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-11,29' from trail,all,graveyard
2021-166,47.559381,-122.252743,10,0,0,0,0,0,False,False,NA,NA,2021-08-11,34' from trail,all,graveyard
2021-167,47.559494,-122.252541,9,0,1.5,1.5,1,0,False,False,NA,NA,2021-08-11,4' from trail,all,graveyard
2021-168,47.559514,-122.252321,28,0,1.5,1.5,1,0,False,False,NA,NA,2021-08-11,16' from trail,all,graveyard
2021-169,47.559563,-122.252409,28,0,0,0,0,0,False,False,NA,NA,2021-08-11,27' from trail; snag,all,graveyard
2021-170,47.559602,-122.252491,19,0,1.5,3,1.83,0,False,False,NA,NA,2021-08-11,60' from trail,all,graveyard
2021-171,47.559626,-122.252296,40,0,0,0,0,0,False,False,NA,NA,2021-08-11,5' from trail; snag,all,graveyard
2021-172,47.559659,-122.252337,22,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-11,48' from trail,all,graveyard
2021-173,47.55963,-122.251876,31,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-11,13' from trail northeast,all,graveyard
2021-174,47.559595,-122.251842,26,0,0,0,0,0,False,False,NA,NA,2021-08-17,4' from trail; snag east,all,graveyard
2021-175,47.559465,-122.25186,34,0,0,0,0,0,False,False,NA,NA,2021-08-17,49' from trail; wsw CHECK,all,graveyard
2021-175b,47.559477,-122.251871,8,0,0,0,0,0,False,False,NA,NA,2021-08-17,10' nw from 175  CHECK,all,graveyard
2021-176,47.559555,-122.251649,13,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-17,17' from trail; snag; east,all,graveyard
2021-177,47.559549,-122.251559,4,0,0,3,1,0,False,False,NA,NA,2021-08-17,28' from trail,all,graveyard
2021-178,47.559449,-122.251643,29,1.5,1.5,1.5,1.5,0,False,False,NA,NA,2021-08-17,3' from trail,all,graveyard
2021-179,47.559427,-122.251622,20,0,0,1.5,0.5,0,False,False,NA,NA,2021-08-17,1' from trail,all,graveyard
6200,47.5556056,-122.25068,36,NA,NA,3,4,0,True,False,NA,0,2024-03-05,,paul,garden
6201,47.5566361,-122.2512423,28,0,0,0,0,3,False,False,220,5,2024-03-05,45 foot snag,paul,garden
6202,47.5566105,-122.2512436,29,NA,1.5,2,1.75,0,False,False,220,5,2024-03-05,,paul,garden
6203,47.5565118,-122.2510408,34,NA,0,0,0,3,True,False,220,5,2024-03-05,,paul,garden
6204,47.55647,-122.2510709,10,1,2,3,2,0,False,False,220,5,2024-03-05,,paul,garden
6205,47.55647,-122.2510709,10,0,1,3,1.33,0,False,False,220,5,2024-03-05, might be self-pruning; about to emerge into canopy,paul,garden
6206,47.556443,-122.2510549,3,0,0,0,0,0,False,False,220,5,2024-03-05,,paul,garden
6207,47.556443,-122.2510549,5,2,2,3,2.33,0,False,False,220,5,2024-03-05,,paul,garden
6028,47.5565682,-122.250907,23,0,0,0,0,1,False,False,220,5,2024-03-05,40 ft snag. 8 visible conks,paul,garden
6029,47.5564903,-122.2507873,11,NA,2,2.5,2.25,0,False,False,220,5,2024-03-05,just reaching local canopy. unusual 10-15 degree lean entire tree,paul,garden
6030,47.5568949,-122.2497533,15,NA,NA,3,3,0,False,False,70,25,2024-03-05,,paul,garden
6031,47.5567492,-122.2498227,18,NA,NA,3,4,0,True,False,70,25,2024-03-05,,paul,garden
6032,47.5567001,-122.250034,16,NA,2,3,3,0,True,False,60,40,2024-03-05,,paul,garden
6033,47.5567374,-122.2498593,21,NA,NA,3,4,0,True,False,60,40,2024-03-05,,paul,garden
6034,47.5567487,-122.2496259,6,2,3,3,2.67,0,False,False,60,40,2024-03-05,right next to maple,paul,garden
6035,47.5565109,-122.2495716,4,3,3,3,3,0,False,False,60,40,2024-03-05,,paul,garden
6037,47.5569074,-122.2497325,4,0,0,0,0,0,False,False,60,40,2024-03-05,,paul,garden
6038,47.5568689,-122.2496115,2,3,3,3,3,0,False,False,60,40,2024-03-05,supine tree now growing vertical,paul,garden
6039,47.557109,-122.250098,8,NA,3,3,3,0,False,False,75,10,2024-03-05,needles a bit thin,paul,garden
6040,47.55722,-122.2502857,50,0,0,0,0,5,False,False,80,45,2024-03-05,massive 7 ft stump; log fell north,paul,garden
6200,47.5556056,-122.25068,36,NA,NA,3,4,0,True,False,NA,0,2024-03-05,,paul,garden
6201,47.5566361,-122.2512423,28,0,0,0,0,3,False,False,220,5,2024-03-05,45 foot snag,paul,garden
6202,47.5566105,-122.2512436,29,NA,1.5,2,1.75,0,False,False,220,5,2024-03-05,,paul,garden
6203,47.5565118,-122.2510408,34,NA,0.5,1,0.75,3,True,False,220,5,2024-03-05,,paul,garden
6204,47.55647,-122.2510709,10,1,2,3,2,0,False,False,220,5,2024-03-05,,paul,garden
6205,47.55647,-122.2510709,10,0,1,3,1.33,0,False,False,220,5,2024-03-05, might be self-pruning; about to emerge into canopy,paul,garden
6206,47.556443,-122.2510549,3,0,0,0,0,0,False,False,220,5,2024-03-05,,paul,garden
6207,47.556443,-122.2510549,5,2,2,3,2.33,0,False,False,220,5,2024-03-05,,paul,garden
6028,47.5565682,-122.250907,23,0,0,0,0,1,False,False,220,5,2024-03-05,40 ft snag. 8 visible conks,paul,garden
6029,47.5564903,-122.2507873,11,NA,2,2.5,2.25,0,False,False,220,5,2024-03-05,just reaching local canopy. unusual 10-15 degree lean entire tree,paul,garden
6030,47.5568949,-122.2497533,15,NA,NA,3,3,0,False,False,70,25,2024-03-05,,paul,garden
6031,47.5567492,-122.2498227,18,NA,NA,3,4,0,True,False,70,25,2024-03-05,,paul,garden
6032,47.5567001,-122.250034,16,NA,2,3,3,0,True,False,60,40,2024-03-05,,paul,garden
6033,47.5567374,-122.2498593,21,NA,NA,3,4,0,True,False,60,40,2024-03-05,,paul,garden
6034,47.5567487,-122.2496259,6,2,3,3,2.67,0,False,False,60,40,2024-03-05,right next to maple,paul,garden
6035,47.5565109,-122.2495716,4,3,3,3,3,0,False,False,60,40,2024-03-05,,paul,garden
6037,47.5569074,-122.2497325,4,0,0,0,0,0,False,False,60,40,2024-03-05,,paul,garden
6038,47.5568689,-122.2496115,2,3,3,3,3,0,False,False,60,40,2024-03-05,supine tree now growing vertical,paul,garden
6039,47.557109,-122.250098,8,NA,3,3,3,0,False,False,75,10,2024-03-05,needles a bit thin,paul,garden
6040,47.55722,-122.2502857,50,0,0,0,0,5,False,False,80,45,2024-03-05,massive 7 ft stump; log fell north,paul,garden
6050,47.5556502,-122.2520211,47,0,0,0,0,0,False,False,NA,0,2024-03-09,60 ft snag.Holly 20 ft south,paul,none
6051,47.555616,-122.2520936,10,1,1,2,1.33,0,False,False,NA,0,2024-03-09,low branch is candidate for mid-summer study,paul,none
6052,47.5572535,-122.2503089,6,NA,3,3,3,0,False,False,95,30,2024-03-09,,paul,garden
6053,47.5572535,-122.2503289,6,NA,3,3,3,0,False,False,95,30,2024-03-09,,paul,garden
6054,47.5572535,-122.2503489,29,NA,3,3,3.5,0,True,False,95,30,2024-03-09,,paul,garden
6055,47.5573259,-122.2502133,11,NA,3,3,3,0,True,False,95,30,2024-03-09,low north branches not yet pruning ,paul,garden
6056,47.5573159,-122.2502033,6,NA,2,3,2.5,0,False,True,105,40,2024-03-09,out of Doug for log,paul,garden
6057,47.5572954,-122.2501597,7,NA,2,3,2.5,0,False,False,105,40,2024-03-09,,paul,garden
6058,47.5572777,-122.2500068,41,NA,NA,3,4,0,True,False,100,30,2024-03-09,,paul,garden
6059,47.5572377,-122.2498179,10,NA,NA,3,3,0,False,False,90,5,2024-03-09,,paul,garden
6060,47.5572077,-122.2497879,7,2,1.5,1.5,1.67,0,False,True,90,5,2024-03-09,out of old stump,paul,garden
6061,47.5572277,-122.2497869,7,1,1,2,1.33,0,False,False,90,5,2024-03-09,,paul,garden
6062,47.5572377,-122.2497679,8,1,1,2,1.33,0,False,False,90,5,2024-03-09,,paul,garden
6063,47.5573001,-122.2498207,4,1,1,3,1.67,0,False,False,90,5,2024-03-09,,paul,garden
6064,47.5573816,-122.2496819,29,NA,NA,3,4,0,True,False,115,15,2024-03-09,low branches have sun. no disease,paul,garden
6065,47.5573956,-122.2496819,24,NA,NA,3,4,0,True,False,115,15,2024-03-09,no disease on few low branches,paul,garden
6066,47.5574116,-122.2496819,22,0,0,0,0,0,False,False,115,15,2024-03-09,todo: remeasure dbh,paul,garden
6067,47.5574216,-122.2496819,4,NA,1,2,1.5,0,False,False,115,15,2024-03-09,,paul,garden
6068,47.5574416,-122.2496519,13,NA,3,3,3,0,True,False,115,15,2024-03-09,,paul,garden
6070,47.557397,-122.2496179,38,NA,NA,3,4,0,True,False,90,10,2024-03-09,,paul,garden
4034,47.5552975,-122.2481742,36,0,0,0,0,2,False,False,60,10,2024-03-05,8 foot stump,muwei,none
4035,47.5555507,-122.2494519,14,1,2,2.5,1.83,0,False,False,360,15,2024-03-05,,muwei,none
99,47.5554126,-122.2495485,26,NA,NA,0,0,4,False,False,360,25,2024-03-05,30 foot snag,muwei,garden
380,47.5550348,-122.2513053,33,0.5,2.5,3,2.33,0,False,False,240,15,2024-03-09,breaking into the canopy. natural self pruning,muwei,none
381,47.5550873,-122.2513315,22,0,0,0,0,4,False,False,180,5,2024-03-09,80 foot snag,muwei,none
382,47.5553178,-122.2511809,7,0,2,3,1.67,0,False,True,270,5,2024-03-09,,muwei,garden
383,47.5553552,-122.2512228,2,2,3,3,2.67,0,False,True,NA,0,2024-03-09,growing solely on a fallen Doug fir,muwei,garden
231,47.5570549,-122.2508735,5,0,0,2.5,0.83,0,False,False,180,15,2024-03-09,,muwei,garden
234,47.5566361,-122.2506646,28,NA,NA,3,4,0,True,False,NA,0,2024-03-09,,muwei,garden
384,47.5566675,-122.2507132,5,1.5,2,3,2.17,0,False,False,270,5,2024-03-09,,muwei,garden
385,47.5566702,-122.2510438,20,NA,1,3,2.5,0,True,False,270,5,2024-03-09,,muwei,garden
6201,47.5565976,-122.2512091,24,0,0,0,0,4,True,False,240,5,2024-03-09,40 foot snag,muwei,garden
6202,47.5566453,-122.251129,9,NA,2,3,2.5,0,False,False,240,5,2024-03-09,,muwei,garden
211,47.5555588,-122.2511484,19,2,3,3,3,0,False,False,230,5,2024-03-09,,eric,garden
212,47.5554936,-122.2511675,24,1.5,0,0,0.5,0,False,False,230,5,2024-03-09,55 foot snag,eric,garden
213,47.5556373,-122.251187,5,0,1,2.5,1.17,0,False,False,230,5,2024-03-09,,eric,garden
214,47.5556136,-122.2510428,10,1,0.75,1.5,1.08,0,False,False,230,4,2024-03-09,,eric,garden
215,47.5556846,-122.2508916,14,0,0,0,0,0,False,False,230,5,2024-03-09,fallen tree,eric,garden
217,47.5557143,-122.2509955,10,2,3,3,2.67,0,False,False,230,5,2024-03-09, lots of branches on the ground.,eric,garden
218,47.5557351,-122.2512829,11,1,2.5,3,2.17,0,False,False,230,5,2024-03-09,,eric,garden
219,47.5559487,-122.2511722,31,NA,3,3,3.5,0,False,False,230,5,2024-03-09,broken off at top,eric,garden
220,47.5560177,-122.2511561,42,0,0,0,0,0,True,False,230,5,2024-03-09,45 foot snag,eric,garden
221,47.5560061,-122.2512815,14,0.5,2.5,3,2,0,False,False,230,10,2024-03-09,,eric,garden
222,47.5560761,-122.2511937,8,0,0,0,0,0,False,False,230,10,2024-03-09,fallen tree,eric,garden
223,47.5557514,-122.2518364,4,0,0.5,1,0.5,0,False,False,280,5,2024-03-09,,eric,none
224,47.5557514,-122.2518364,2,1.5,0,2.5,1.33,0,False,False,280,5,2024-03-09,,eric,none
225,47.5556618,-122.2515756,6,1.5,1.5,3,2,0,False,False,230,5,2024-03-09,,eric,none
226,47.5555719,-122.2515018,7,1.5,2.5,3,2.33,0,False,True,230,5,2024-03-09,,eric,none
227,47.555595,-122.2514475,4,1,2.5,3,2.17,0,False,True,230,10,2024-03-09,,eric,garden
228,47.555595,-122.2514475,7,1,2,2.5,1.83,0,False,True,230,10,2024-03-09,,eric,garden
229,47.5555565,-122.2515595,36,0,0,0,0,0,False,False,230,5,2024-03-09,8 foot snag,eric,none
230,47.5569223,-122.2507585,24,2.5,3,2.5,3,0,True,False,240,5,2024-03-09,,ericf,garden
232,47.5569861,-122.2509268,4,0,0.5,0.5,0.33,0,False,False,240,5,2024-03-09,,eric,garden
233,47.5566343,-122.2507524,14,NA,1.5,2,1.75,0,False,False,80,10,2024-03-09,,eric,garden
235,47.5565639,-122.2502603,18,0,0,0,0,0,False,False,80,5,2024-03-09,fallen tree,eric,garden
245,47.556251,-122.2502777,2,0,0,0,0,0,False,False,80,10,2024-03-09,,eric,garden
246,47.5563014,-122.2500936,6,0,0,0,0,0,False,False,80,5,2024-03-09,Fallen tree. upright against a Douglas fir.,eric,garden
247,47.5570526,-122.2502552,5,0,0.5,2,0.83,0,False,False,80,10,2024-03-09,,eric,garden
248,47.5570216,-122.250218,7,0.5,0.5,1.5,0.83,0,False,False,80,10,2024-03-09,,eric,garden
249,47.5571225,-122.2501332,8,1.5,1.5,2.25,1.75,0,False,False,80,10,2024-03-09,,eric,garden
250,47.5571187,-122.2500252,15,NA,NA,2.25,2.25,0,False,False,80,10,2024-03-09,,eric,garden
251,47.5571187,-122.2500252,3,0,0,1.5,0.5,0,False,False,80,10,2024-03-09,,eric,garden
252,47.5573296,-122.2499585,8,1,2.75,3,2.25,0,False,False,80,10,2024-03-09,,eric,garden
253,47.5573866,-122.2499464,9,1.5,1.75,3,2.08,0,False,True,80,10,2024-03-09,,eric,garden
254,47.557406,-122.2499669,11,2,2,3,2.33,0,False,False,80,10,2024-03-09,,eric,garden
255,47.5574271,-122.249871,12,0,1.5,3,1.5,0,True,False,80,10,2024-03-09,,eric,garden
256,47.5573861,-122.2499823,8,1.5,3,3,2.5,0,False,False,80,10,2024-03-09,,eric,garden
257,47.5573861,-122.2499823,7,NA,1.5,3,2.25,0,False,False,80,10,2024-03-09,,eric,garden
258,47.5573922,-122.2500568,5,1.5,2.25,2.75,2.17,0,False,False,80,5,2024-03-09,,eric,garden
259,47.5574861,-122.250038,9,2,1.5,3,2.17,0,True,False,80,5,2024-03-09,,eric,garden
260,47.5574861,-122.250038,8,0,0,0,0,0,False,False,80,5,2024-03-09,12 foot snag,eric,garden
261,47.5573902,-122.2497205,5,0,1,1.5,0.83,0,False,False,80,5,2024-03-09,,eric,garden
262,47.5573741,-122.2497,16,NA,2.5,3,3.25,0,False,False,80,5,2024-03-09,,eric,garden
263,47.5574667,-122.2497641,6,NA,1.5,3,2.25,0,False,False,80,5,2024-03-09,,eric,garden
264,47.557485,-122.249644,6,1.5,2,3,2.17,0,False,False,80,5,2024-03-09,,eric,garden
265,47.5575635,-122.2495756,7,0.5,2,3,1.83,0,False,False,80,5,2024-03-09,,eric,garden
5044,47.555493,-122.2506934,5,1.5,3,3,2.5,0,False,True,225,5,2024-03-09,growing from base of doug fir,nate,garden
5045,47.5555305,-122.2508835,14,3,3,3,3,0,False,False,270,5,2024-03-09,,nate,garden
5046,47.5561652,-122.2515377,21,NA,2,3,3,0,False,False,240,10,2024-03-09,,nate,garden
5047,47.5561505,-122.251882,4,3,3,3,3,0,False,False,250,5,2024-03-09,,nate,none
5048,47.5559819,-122.2519843,40,NA,2.5,3,3.25,0,False,False,200,10,2024-03-09,,nate,none
5049,47.5569859,-122.250841,16,NA,1.5,2.5,2.5,0,True,False,245,5,2024-03-09,,nate,garden
5050,47.557073,-122.2505473,3,1,2,2,1.67,0,False,False,50,15,2024-03-09,,nate,garden
5051,47.5570379,-122.2507934,5,1,1.5,2.5,1.67,0,False,False,75,5,2024-03-09,,nate,garden
5052,47.5571863,-122.2507645,51,NA,3,3,3.5,0,True,False,100,10,2024-03-09,,nate,garden
5053,47.5574753,-122.2508601,7,NA,3,3,3,0,False,False,275,5,2024-03-09,,nate,garden
5054,47.557497,-122.2508396,7,NA,3,3,3,0,False,False,300,5,2024-03-09,,nate,garden
5055,47.5575165,-122.2508346,4,2.5,3,3,2.83,0,False,False,290,5,2024-03-09,,nate,garden
5056,47.5574793,-122.2506522,8,3,3,3,3,0,False,False,100,10,2024-03-09,,nate,garden
5057,47.5574603,-122.250617,11,3,3,3,3,0,False,False,100,15,2024-03-09,,nate,garden
5058,47.5575993,-122.2506381,44,NA,3,3,3.5,0,True,False,100,5,2024-03-09,,nate,garden
5059,47.5576871,-122.2507069,45,0,0,0,0,3,True,False,75,5,2024-03-09,big and dead; check wpDamage number,nate,garden
5060,47.557714,-122.2506408,8,3,3,3,3,0,False,False,100,5,2024-03-09,,nate,garden
5061,47.5577137,-122.2506147,6,3,3,3,3,0,False,False,120,5,2024-03-09,,nate,garden
5062,47.5577242,-122.2505969,3,3,3,3,3,0,False,False,80,5,2024-03-09,,nate,garden
5063,47.5578696,-122.2505908,36,0,0,0,0,3,True,False,345,0,2024-03-09,big dead snag; check wpDamage number,nate,garden
5064,47.5578712,-122.2505268,32,0,0,0,0,3,True,False,120,0,2024-03-09,big dead snag,nate,garden
